Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Age at enrollment,Course,Curricular units 1st sem (enrolled),Application mode,Previous qualification (grade),Curricular units 2nd sem (enrolled),Mother's occupation,Scholarship holder,Target
6,13.161640533334682,5,13.428086901741992,1,9,9,19,9500,7,1,137.16608312193938,7,3,0,1
4,12.714881287450623,6,12.602035072274996,1,13,11,18,9085,6,1,127.94997185414748,6,3,0,1
5,12.765551105747738,5,12.765551105747738,1,8,8,18,9500,7,43,125.10732828892304,7,8,1,1
3,11.812882351306474,3,11.319473766957728,1,7,7,25,9991,5,39,128.1744356173844,5,9,0,1
3,11.66454566207553,4,12.609697108050351,0,18,10,20,9085,6,44,140.0,6,4,0,1
4,11.397893678181497,4,12.87671832899338,0,7,8,18,9773,6,17,124.7405765665687,6,7,0,1
6,11.811171466242806,11,11.426136288861736,1,15,21,29,9238,14,46,114.5563088980072,11,7,0,1
5,12.246089417604558,5,11.45876311113804,1,10,9,18,9853,6,1,128.45823034491116,6,2,0,1
3,13.190016814688748,5,12.143916181550628,1,7,11,19,9500,7,43,128.63518820901953,7,5,0,1
6,12.098426400739042,4,12.626997302900104,1,8,12,20,9500,7,27,128.85882924913355,7,180,0,1
3,11.898711329216477,2,14.39764708695219,1,8,9,18,9085,5,1,124.9529417390438,5,6,0,1
1,6.072518989371782,2,11.690058976064975,1,11,11,18,9773,6,1,123.13566973403614,6,9,0,1
5,13.04518233390174,5,12.974698150043656,1,9,12,27,9500,7,39,131.74800775968052,7,6,0,1
5,12.59815525318064,6,13.058893151908384,1,9,7,20,9853,6,17,131.59822462633622,6,102,0,1
4,10.603093386075686,3,10.52577334651892,1,9,12,31,9991,5,39,160.0,5,13,0,1
4,12.61819710292012,3,12.67792353361144,1,5,7,18,9670,5,1,131.23639420584024,5,8,0,1
3,11.504801942408708,2,10.640113175766452,1,5,10,19,9147,5,17,118.0,5,9,0,1
9,10.561361799201856,7,10.413363507029777,1,13,15,32,9991,10,43,140.0,10,3,0,1
2,5.946660618644066,1,6.336605577243677,1,6,6,21,9070,6,43,120.38688078424562,6,4,0,1
4,14.166374359248978,4,12.697276113447046,1,7,7,29,9991,5,39,117.89104453788184,5,9,0,1
4,16.27904468925228,4,14.739232856520772,1,5,9,39,9991,5,41,122.39956576784196,5,9,0,1
3,12.2756405134077,5,11.72599702009308,1,9,7,30,8014,6,40,108.50427008938468,6,5,0,1
4,10.831460890973323,3,12.312361978901224,1,9,10,18,9853,6,17,138.06740792496035,6,6,0,1
5,12.731322640615057,5,13.028832326030397,0,9,9,19,9127,5,1,132.5357775452916,5,3,0,1
5,12.269344079095031,4,12.305577190226089,1,8,7,18,9773,6,1,138.55455284553568,6,4,0,1
5,12.475130555176635,6,12.711159406608717,1,7,6,18,9070,6,17,136.13130492243394,6,4,0,1
4,12.085962561811067,4,11.78710561572834,1,17,13,20,9085,6,44,130.0,6,3,0,1
4,11.31148485925826,5,10.172128785185434,1,7,8,20,9147,5,1,119.58193177778152,5,5,0,1
4,13.834930236799298,5,13.258785386422137,0,6,7,19,9670,6,6,135.49520928960212,6,4,0,1
3,10.328134060234518,3,10.349971007249543,1,11,12,19,9238,6,1,134.84402180703552,6,5,0,1
6,12.293082342029548,6,13.273387441974732,1,11,9,26,9500,7,3,131.62963956513832,8,9,0,1
0,2.0029250015635407,1,11.0,1,11,11,18,9773,6,1,126.14160357075848,6,9,0,1
4,12.22300023776241,4,13.27230732651937,1,7,12,18,9085,5,16,135.08922930607747,5,8,0,1
2,11.963218646905066,4,12.963218646905066,1,7,5,25,9147,5,42,130.0,5,9,0,1
4,10.442827685238877,3,12.547586316932088,0,7,7,18,9085,5,1,145.9142988065605,5,8,0,1
4,11.911686687832391,3,12.043935604942252,1,10,9,19,9147,5,1,117.4112445855493,5,9,0,1
2,6.774068587292479,1,6.053422992899662,1,5,8,19,9670,5,17,118.22426360822806,5,5,0,1
4,12.4314861948282,3,12.703207362758294,1,6,6,18,9670,5,1,131.57551596344314,5,9,0,1
0,0.0,0,0.0,1,0,0,18,171,0,7,161.87924601761054,0,5,0,1
3,12.729128673143231,3,11.68191294498147,1,8,10,19,9085,5,1,133.76230126213144,5,2,0,1
5,12.626724356192277,5,12.805765881951004,1,9,10,18,9670,6,1,121.6594836074144,6,4,0,1
3,11.18960055512686,3,10.470947514507069,1,9,11,20,9147,5,17,119.5871574564788,5,3,0,1
5,12.891674586872863,6,12.875,1,12,9,37,9003,6,39,133.1,6,9,0,1
4,10.842214075172018,4,11.706001047477884,1,14,12,21,9003,6,44,140.0,6,9,0,1
5,11.859988814891135,5,12.296648646213498,1,8,8,19,9853,6,16,134.0,6,8,0,1
4,11.417829442553556,4,12.563054961218745,1,10,9,18,9119,5,17,138.3783297673125,5,5,0,1
2,11.69805982662773,4,13.603880346744536,1,13,8,20,9085,5,44,150.0,5,7,0,1
6,13.224484765111118,6,13.224484765111118,1,11,11,30,9500,8,40,130.0,8,6,0,1
2,12.830073349092512,5,12.666666666666666,1,13,13,20,9085,6,44,140.0,6,4,0,1
2,11.27487624045885,4,11.89477723282593,1,8,6,19,9070,6,1,142.72017337789515,6,4,0,1
4,12.90621754920052,5,12.800088362147472,1,7,8,18,9500,7,43,125.17117610815008,7,8,1,1
6,12.764139348201438,5,12.211909892316523,1,9,9,18,9853,6,17,126.25631157467622,6,6,0,1
6,12.530521078215674,6,13.335378427071092,1,7,8,18,9500,7,1,126.3831385282495,7,7,0,1
7,13.028720232569318,5,13.310167237527263,1,9,9,19,9500,7,1,128.92432917886865,8,2,0,1
2,11.7527709390876,0,0.6763099215607927,1,11,13,20,9553,7,16,114.28179580065031,7,123,0,1
2,11.91685831562196,5,12.91685831562196,0,18,8,20,9085,6,44,148.3371663124392,6,9,0,1
2,10.654915958934074,1,12.650711488568492,1,7,7,18,9119,5,1,157.11836978069007,5,7,0,1
3,13.98090432924334,5,12.262057523449965,1,10,9,21,9670,5,15,110.57959067547588,5,4,0,1
6,13.240927412936262,6,13.831663844273438,1,8,8,18,9500,7,17,135.17478312426888,7,7,0,1
2,10.490698219362642,4,11.490698219362642,1,7,6,21,9147,5,48,130.0,5,9,0,1
5,12.82060084795712,7,12.488544554095576,1,11,13,24,9991,9,49,140.0,7,120,0,1
4,12.17321624206242,5,11.34643248412484,0,9,7,21,9070,6,52,126.2469814219809,6,2,0,1
7,12.925020640125435,4,12.796649092530258,1,7,10,19,9500,7,1,118.0,7,3,0,1
3,12.662855086221096,5,11.816508850568402,1,9,10,19,9853,6,16,133.35285868533418,6,9,0,1
3,11.878597855471032,4,11.465180911878283,1,7,8,18,9147,5,1,132.29712171562318,5,6,0,1
5,13.228134014337376,5,13.625982598886637,1,8,7,25,9247,6,39,164.33595359703102,6,7,0,1
4,10.446678667190264,4,11.603291331500747,1,12,16,26,9147,8,47,119.3323528153937,8,5,0,1
0,4.372274850285574,1,3.9014144817932817,1,3,4,22,124,3,43,141.00898650391207,2,9,0,1
5,12.864918463670955,5,13.14224433309692,0,11,9,19,9853,6,17,127.81048921797428,6,8,1,1
3,11.901141854184624,6,13.099645175945309,1,9,8,20,9085,6,44,140.0,6,3,0,1
2,11.965704153613306,4,12.574312602479706,1,17,11,21,9085,6,43,129.35517886422772,6,5,0,1
6,12.489662412278197,6,12.485764520395534,1,11,12,27,9500,7,39,130.09666771869,7,8,0,1
5,12.272461878392962,5,12.39018876456014,1,9,8,18,9773,6,17,124.17339493602788,6,9,0,1
5,12.061689914586896,4,12.670246103464986,1,9,10,19,9500,7,1,120.38031172280104,7,4,0,1
5,13.116955046965224,5,11.535998069438977,0,7,9,21,9853,6,1,133.14628323213583,6,8,0,1
3,12.026058989827806,2,12.383175943797218,1,10,8,18,9147,5,1,135.99273249440247,5,9,0,1
6,12.1714482050315,5,13.47326474435603,1,8,9,19,9853,6,1,131.38737139566754,7,3,0,1
6,12.33424389081696,6,11.871873175186831,1,7,9,23,9500,7,43,123.3424389081696,7,9,0,1
7,12.946859371573623,7,12.682546616003629,1,8,8,18,9500,7,17,135.8545610187291,8,5,0,1
0,1.119281657904604,0,1.2791790376052616,0,6,5,26,9119,5,42,130.3304545847147,5,8,0,1
2,10.58265155990939,4,12.037568890867904,1,11,8,19,9119,5,43,128.1502755634716,5,4,0,1
3,12.22650936983033,5,11.289260238833512,1,9,6,20,9126,5,1,124.36913253722162,5,129,0,1
2,11.87612717094845,3,10.831830438735398,1,10,13,18,9147,5,17,126.9819652648248,5,2,0,1
0,0.0,0,7.572426360705096,1,8,9,18,9147,5,17,141.80437843215037,5,6,0,1
4,14.38408033596854,4,12.443482733860376,0,9,8,18,9125,5,17,141.26069064558502,5,5,0,1
5,13.164689741277575,5,12.45311823785944,1,7,6,18,9773,6,17,129.25665036951943,6,9,0,1
3,10.7235907293032,1,11.1331418881403,1,9,11,22,9147,5,39,132.72011486711585,5,8,0,1
2,10.901168242062042,3,10.734014807869524,1,10,9,18,9119,5,1,160.19182230556572,5,5,0,1
4,10.884217254857596,3,12.048900941482591,1,8,12,20,9147,5,1,121.30530352914558,5,4,0,1
3,11.63607256861498,4,11.726253990152436,1,7,7,35,9147,5,39,130.0,5,9,0,1
4,12.652645867233444,5,11.385244233328272,1,7,8,19,9070,6,1,130.22930799939274,6,4,0,1
1,10.319513051529986,3,11.639026103059972,1,11,9,21,9119,5,41,129.84096687439413,5,4,0,1
2,13.32826070922747,5,12.154505075600404,1,7,11,18,9500,7,43,127.55865064729248,7,4,0,1
3,10.590955066991532,1,12.04134321226888,1,6,9,23,9119,5,39,132.84367208393294,5,5,0,1
4,10.172636273816208,4,11.794772053621555,1,5,9,25,9147,5,39,133.1,5,9,0,1
5,11.339335409301754,3,10.741310635935465,1,8,13,25,8014,6,39,139.00474707641604,6,8,0,1
5,12.221597690816818,4,13.64983958737112,1,8,10,22,9853,6,16,134.0,6,6,0,1
4,11.827138720349424,6,11.341047205368277,1,6,7,27,8014,6,39,122.42524136778592,6,4,0,1
3,13.099496411039873,3,13.068897789450498,1,8,12,30,9119,5,39,131.4201070631271,5,9,0,1
3,11.290981945292137,3,10.257113571547798,1,12,12,19,9238,6,1,126.27054164123592,6,6,0,1
4,11.870498801115698,3,10.710394732106774,1,7,8,20,9670,5,17,127.16897842008257,5,6,1,1
4,12.233597130346377,3,10.845426521675982,1,6,8,19,9670,5,17,122.09841721792176,5,6,0,1
6,12.598188006244069,6,13.138926820328768,1,11,9,22,9500,7,3,130.0,8,9,0,1
6,11.553821251614282,6,11.179539059136912,1,11,11,46,8014,7,39,135.2232917048268,7,9,0,1
3,11.777256522185432,6,11.42159782711577,1,11,7,19,9254,6,1,124.2459782578266,6,9,0,1
6,12.717510923524578,6,12.68630242241718,1,10,12,27,9500,7,39,130.77397082746347,7,8,0,1
4,12.670607090918772,6,12.063720136001278,1,7,9,21,9500,7,43,123.93654978185884,7,4,1,1
3,11.77358456354614,1,2.7429970785630675,1,11,11,20,9556,7,20,135.4515339072628,7,9,0,1
4,12.17815475702263,5,11.285273857428452,1,9,7,24,9670,6,17,133.18509074482313,6,4,0,1
4,11.269579231109685,5,12.655940660313387,1,8,9,22,9853,6,4,122.0,6,3,0,1
4,11.95400205340341,4,11.269713405684254,1,6,9,39,9991,5,39,120.39426811368506,5,6,0,1
0,0.0,0,0.0,1,0,0,18,171,0,24,137.88327448245295,0,5,0,1
1,11.925248317415663,2,10.059801346067466,1,9,6,23,9147,5,17,113.878724761235,5,6,0,1
4,11.3854315088455,3,10.816006853972834,1,10,11,19,9147,5,1,113.90287672563667,5,9,0,1
0,0.0,0,0.0,1,3,3,37,9003,3,39,149.04282099260797,6,4,0,1
2,11.514085283735326,3,10.802761911538894,1,6,6,19,9119,5,42,136.33804680964784,5,4,0,1
7,12.770624260066931,6,13.381998447904776,1,9,8,18,9500,7,17,130.0678919571716,8,8,0,1
6,12.275435942856006,6,12.310832968735228,1,10,9,19,9500,7,1,138.0922608017405,8,5,0,1
2,13.351325496313724,5,13.15362510817703,1,14,8,19,9254,6,1,142.10795297788235,6,3,0,1
6,12.21454907626153,7,11.414691997427322,1,10,12,37,8014,8,39,133.1,7,6,0,1
3,12.0,3,10.711044024079769,1,9,11,18,9254,6,17,118.11576701933852,6,4,0,1
4,11.83081359078552,2,10.527866755443284,1,5,10,19,9147,5,17,118.0,5,8,0,1
7,14.397849187874284,7,14.397849187874284,1,8,8,18,9500,8,1,141.94842843331492,8,8,0,1
6,12.242214738743948,6,11.931021325494656,1,10,11,18,9853,7,17,120.68978674505344,7,8,0,1
5,13.63368135052989,4,13.187819759414028,1,8,11,20,9500,7,1,119.68909879707014,7,8,0,1
5,12.519100473243254,6,11.88592708062422,1,9,7,23,9670,6,17,129.87708522024312,6,3,0,1
4,11.534818984933551,4,12.782490160905944,0,7,7,18,9773,6,17,124.82891547415068,6,8,0,1
2,12.037007634715494,6,12.987664121761505,1,17,8,20,9085,6,44,149.62992365284506,6,9,0,1
4,13.4860120443077,6,12.952367867514536,1,7,6,22,9254,6,1,130.05902361974154,6,4,0,1
4,10.53800530237262,5,11.7566637209041,1,9,8,20,9254,6,17,133.15992930169838,6,5,0,1
0,0.0,0,0.0,0,0,0,17,171,0,1,129.63829934266818,0,4,0,1
3,12.692317733876402,5,11.630781280651684,1,10,5,19,9147,5,1,126.69218719348316,5,4,0,1
4,11.477783418091397,4,11.84814438793907,1,8,9,26,9991,5,39,149.0888663276344,5,8,0,1
3,12.100208393719887,2,12.0196248913042,1,8,12,19,9126,5,1,131.66012503623193,5,3,0,1
4,11.855046645694248,4,12.067882424955606,0,6,8,18,9254,6,17,118.0,6,7,0,1
5,12.262530630801146,6,11.397753727083902,1,9,15,31,9773,10,43,138.75822952482008,6,3,0,1
0,3.468193716136714,1,11.394112922288263,1,11,11,18,9773,6,1,124.79296763518572,6,9,0,1
9,12.701056064740904,11,12.281124489602732,1,16,15,22,171,14,9,135.78982584750673,12,3,0,1
3,11.893383238091122,3,12.279035780214716,1,15,16,20,9003,6,44,150.0,6,3,0,1
4,11.196246829619378,5,11.817496996481516,1,10,10,18,9254,6,1,120.23126752052448,6,6,0,1
1,6.8848051408071,2,7.510696517244109,1,8,8,18,9119,5,1,135.61876036494093,5,5,0,1
6,11.52302610433394,5,13.792807856700133,1,8,9,19,9500,7,1,125.8859777482362,7,4,0,1
5,12.10264386469705,5,12.537791536544772,1,9,10,18,9853,6,17,119.2317263763646,6,8,0,1
3,11.0,6,12.595880065655797,1,9,17,19,9241,9,49,125.02847317179724,9,4,0,1
3,11.985359531066075,4,10.2317210160235,1,8,7,19,9119,5,1,126.09760312622616,5,5,0,1
4,11.152574155425697,4,11.805148310851395,1,9,10,26,9991,5,39,151.2990112609907,5,9,0,1
6,13.007089803616797,8,13.1258862254521,0,13,9,23,9085,9,53,130.21269410850388,9,8,0,1
3,11.049642007221038,5,11.57494033453684,1,8,8,18,9070,6,17,125.2505966546316,6,3,0,1
1,12.586811402081636,3,13.057874268054425,0,11,11,21,9124,6,44,140.0,6,3,0,1
5,11.355377368792114,5,11.324911218048562,1,8,8,19,9500,7,43,141.82796904461313,7,8,0,1
5,14.990641429806027,4,13.36371113089032,1,6,7,29,9991,5,39,120.603650292679,5,9,0,1
5,11.933801601612442,6,13.59619858088445,1,11,9,19,9500,7,1,133.10392518998663,8,192,0,1
10,11.835760256769188,12,11.940476028361545,1,24,16,22,171,15,1,128.89572910728975,14,6,0,1
5,12.05484671050056,5,12.386899041032311,1,11,9,20,9500,7,1,130.80938920076028,7,194,0,1
5,12.712398326560146,5,12.658524774224324,1,8,10,19,9500,7,1,125.40193091360923,7,4,0,1
2,12.279668320810424,2,14.600621898480457,1,9,12,33,9119,5,39,124.79875620303908,5,9,0,1
7,13.517261545800052,5,13.990679556383691,1,8,9,20,9500,7,1,128.48997814712652,8,2,0,1
4,12.29060378472582,6,12.654635915636794,1,8,7,18,9773,6,1,143.98941691349071,6,3,0,1
7,13.461414104066542,4,12.702387479620104,1,8,9,19,9500,7,1,118.0,7,3,0,1
2,13.384136706932258,5,12.666666666666666,1,14,14,20,9085,6,44,140.0,6,5,0,1
4,11.126650173251,4,11.646878443058966,1,8,8,19,9254,6,17,122.0,6,4,0,1
0,0.0,0,0.0,1,0,0,19,171,0,1,134.19942169567358,0,9,0,1
5,13.500581360999304,5,12.895763873696414,1,7,9,19,9500,7,1,137.21274690476668,7,8,0,1
4,12.61688256218564,3,11.238777145768305,1,10,8,33,9147,5,39,123.12798060956476,5,5,0,1
4,11.17790517737372,7,11.165711169697092,1,15,14,21,9239,9,43,123.43616347070812,6,4,0,1
4,11.877646734477183,4,10.554957813297571,1,6,6,19,9147,5,1,118.06386647292231,5,6,0,1
2,11.45212683472432,4,12.474462476125376,1,17,12,22,9085,6,42,130.0,6,6,0,1
4,11.93415375100978,5,11.553787382683431,1,11,13,23,9003,6,42,140.0,6,4,0,1
4,11.763932198040168,3,12.68852299860012,1,8,6,19,9070,6,43,123.13113799160072,6,6,0,1
3,13.0,4,12.56844922418182,1,7,9,18,9085,5,1,138.1262795689091,5,3,0,1
0,0.2609594471078416,0,0.2374679900296406,1,5,9,19,9670,5,17,109.10724360840048,5,4,0,1
2,11.012277610263968,2,10.02762462309393,1,10,9,19,9147,5,1,117.01227761026396,5,9,0,1
4,13.144453732528277,5,12.249641394535816,1,10,9,20,9003,6,28,123.70550447109449,6,6,0,1
5,11.964242120539486,4,12.63059598829581,1,12,13,24,9556,7,40,128.46269341136127,8,6,0,1
0,0.0,0,0.0,1,5,6,19,9119,5,1,140.0,5,9,0,1
5,12.202618965622364,5,11.900701087409027,1,7,8,18,9500,7,43,126.87301555146026,7,6,0,1
6,13.004952126871943,5,13.35960430221336,1,8,10,19,9500,7,1,138.05003881604978,7,3,0,1
4,11.75,2,10.786345014415552,1,9,10,19,9147,5,17,128.5726900288311,5,2,0,1
4,10.63411650346839,4,10.58941100231226,1,9,12,30,9991,5,39,158.83765696994064,5,8,0,1
0,0.0,0,0.0,1,0,0,18,171,0,1,130.75822698206434,0,1,0,1
0,0.0,0,0.0,1,5,5,32,9003,5,39,137.5605344509561,6,3,0,1
5,13.277375168792023,6,13.17324618782245,1,9,7,19,9670,6,17,122.55785617833128,6,3,0,1
10,11.811361502193208,12,11.869482996652176,1,23,15,22,171,14,1,128.19559093250078,14,6,0,1
6,13.279400897496618,6,13.279400897496618,1,7,7,26,9500,7,40,113.86588610789292,7,9,0,1
4,12.070148396676478,3,12.26725431374732,0,8,12,19,9085,5,17,122.49889816172376,5,4,0,1
6,12.288237535389436,4,12.0050464993503,1,8,8,18,9773,6,1,133.1344423580658,6,3,0,1
4,11.609091137144338,3,11.61388049769426,1,9,10,26,9991,5,39,150.0,5,9,0,1
6,11.025452544828832,8,11.635021939526354,1,16,19,27,9003,12,39,130.0,10,9,0,1
3,10.608274441498727,3,11.742078909508905,0,10,8,19,9147,5,17,117.40141340403052,5,9,0,1
4,12.92817547008076,4,12.60668661784142,1,9,9,20,9085,5,1,132.43148952563325,5,2,0,1
3,12.51646088760283,1,13.649748651977989,1,8,13,23,9119,5,41,131.5106656158488,5,5,0,1
1,10.507473585779069,4,13.615658017776164,1,13,10,20,9111,5,23,128.45875472809723,5,191,0,1
0,0.0,0,9.05819164793941,1,16,15,20,9003,6,44,123.53056064011017,6,142,0,1
1,10.073495403023392,4,11.00891195213918,1,14,11,20,9238,6,1,135.0,6,3,0,1
4,13.045193915061736,4,12.343219131072129,1,7,7,36,9991,5,39,103.72876524288507,5,9,0,1
4,13.559168947133507,4,14.384462552196986,1,6,6,26,9991,5,5,120.4408310528665,5,4,0,1
5,14.439298548666311,4,14.437030278124762,1,9,8,24,9243,6,39,166.4987474083327,6,8,0,1
3,11.793382007422547,3,11.096404460938992,1,9,9,19,9147,5,17,129.2313707062536,5,2,0,1
10,11.937179427144716,12,12.190289205474938,1,27,18,22,171,16,1,131.0648844767043,16,7,0,1
7,14.244490303486115,7,14.244490303486115,1,8,8,18,9500,8,1,143.23242823007314,8,7,0,1
5,13.515366960314392,5,12.661850152213011,1,7,6,18,9773,6,17,127.49426598236649,6,9,0,1
6,12.169891712323924,7,11.37767339311062,1,10,12,37,8014,8,39,133.1,7,6,0,1
3,11.246317497398293,3,10.536211124089402,0,10,10,20,9147,5,17,119.30441900312204,5,3,0,1
6,12.41509099594943,5,12.704384311280233,1,6,6,18,9773,6,1,129.41707631530622,6,4,0,1
4,11.90714499079234,3,12.241761524295908,1,7,12,18,9085,5,16,125.659376767255,5,4,0,1
4,11.772015463540344,5,12.762404810879218,1,9,9,33,9147,8,7,113.03979381946208,5,9,0,1
3,11.211526023415036,2,10.423052046830072,1,10,11,20,9147,5,1,113.61558362535942,5,9,0,1
6,13.295437296865853,5,12.68526664999925,1,8,9,20,9500,7,1,117.07916562495308,7,4,0,1
3,11.523694667618877,5,11.49725758112922,1,9,6,19,9070,6,1,131.10223771265336,6,3,0,1
3,11.91047295407095,3,12.074605871607542,1,8,13,18,9085,5,1,130.34290568893573,5,3,0,1
7,12.741800730774472,6,12.85072425815133,1,9,8,18,9500,7,17,133.7588209602539,8,6,0,1
3,12.203530032579147,3,13.09804180241312,1,10,9,19,9147,5,1,117.1858798696834,5,7,0,1
1,5.122948264378703,1,4.829008609865172,1,8,14,25,9085,6,41,144.19913792162188,6,192,0,1
6,12.883862934281275,5,12.030876925148435,1,7,9,18,9500,7,17,126.09148683739777,7,6,0,1
4,11.719365215657596,5,12.666666666666666,1,17,9,19,9085,6,44,140.0,6,2,0,1
5,11.642943953436347,5,13.529719988997918,1,10,10,23,9500,7,11,132.276639867975,7,191,0,1
2,10.75300994752187,5,11.4784141797862,1,9,11,19,9144,5,42,140.44582094460634,5,147,0,1
5,12.778129800327555,6,12.370628520240208,1,6,6,19,9773,6,1,143.77876344091715,6,2,0,1
1,13.896520162536092,3,13.922390121902067,1,11,11,22,9119,6,43,140.2660910106215,5,2,0,1
4,12.100025513510472,5,12.452634008071342,1,12,9,24,9500,7,6,134.73804247280435,7,193,0,1
4,12.342846700878583,6,12.69045685347886,1,8,7,25,9254,6,1,131.40001624307774,6,7,0,1
6,13.114919339786994,9,13.139364917473374,0,13,12,23,9085,9,53,133.44758019360978,9,8,0,1
2,11.598856839187814,3,11.333333333333334,1,10,13,22,9773,6,43,123.04228366451774,6,6,0,1
2,10.391324506607608,3,11.478253310022149,1,11,6,18,9147,5,1,120.17397351982282,5,4,0,1
2,10.766598163959602,2,11.693660090196976,1,10,9,22,9670,6,38,140.0,6,3,0,1
9,12.941937088151445,11,12.627619861277411,1,19,19,23,171,17,10,139.7823607618276,14,4,0,1
6,12.413415405413224,6,12.740246216239674,1,8,8,20,9853,7,18,129.6972254327397,7,106,0,1
4,12.240148766323289,5,12.813847627899658,1,9,9,19,9670,5,1,120.61710056844292,5,5,0,1
4,10.829742904659414,5,11.198350294031508,1,8,9,33,9991,5,1,140.0,5,9,0,1
5,11.491895378409236,6,12.52701540530255,1,8,6,19,9070,6,17,135.59476892046175,6,4,0,1
0,0.0,0,0.0,1,0,0,17,171,0,1,126.55963359610038,0,1,0,1
7,13.636006180599177,7,13.563551622786306,1,8,8,19,9500,7,1,131.0,8,3,0,1
3,10.590728143991017,3,12.28929726606314,0,8,9,18,9119,5,17,120.1522617189806,5,9,0,1
3,9.78887951156084,4,12.398793085951231,1,9,6,25,8014,6,39,136.35856858233197,6,4,0,1
2,11.526354016384094,3,12.498382175671324,1,10,7,21,9147,5,17,133.0504853472986,5,4,0,1
2,11.720879865989971,3,10.969657829892787,1,10,9,21,9147,5,1,122.48058657732663,5,4,0,1
2,11.722776646021448,5,12.89670287374906,1,9,7,21,9119,5,41,124.73926227727614,5,4,0,1
6,13.89240137989307,6,14.362021448887724,1,9,8,18,9670,6,1,122.0,6,4,0,1
5,12.560884081204112,5,12.560884081204112,1,8,8,20,9500,7,43,123.26095396048903,7,9,0,1
3,12.201239904650585,3,11.321983847440936,1,10,8,20,9147,5,16,130.6439676948819,5,7,0,1
6,12.061915810830705,4,12.549594852294424,1,8,12,20,9500,7,24,127.74890731592004,7,182,0,1
6,12.0336627020582,6,12.0336627020582,1,9,9,41,9500,8,40,132.2722123624748,8,9,0,1
2,10.889178358348875,3,11.56068500682242,1,11,11,22,9252,6,44,131.2137001364484,6,193,0,1
4,12.037297322687277,4,10.638584311883813,1,6,5,19,9147,5,1,117.6077219351792,5,7,0,1
4,11.481025101925468,5,11.053754587387118,1,14,15,20,9003,8,47,130.0,8,4,0,1
4,11.67529086454712,5,11.432945513937172,1,6,6,24,8014,6,33,116.4139614982618,6,3,0,1
3,11.17694106538693,0,1.4976797320250874,1,10,7,19,9773,6,43,128.72517538752257,6,4,0,1
4,12.8067438575616,4,12.931129944304107,1,8,10,34,9991,5,39,127.95854083700524,5,9,0,1
5,13.337013328363671,5,11.802488893030272,1,8,7,18,9853,6,1,140.81493335818163,6,6,0,1
2,8.788140417032974,3,8.50915183236526,1,6,6,21,9070,6,48,116.69747146166928,6,2,0,1
5,13.7205630870412,6,13.327182829787768,1,7,6,19,9254,6,1,128.3198592282397,6,7,1,1
3,11.7344021233728,5,12.247267761723643,1,10,9,20,9119,5,16,131.91769527246706,5,5,0,1
5,12.604346623292226,5,12.879980505855675,1,9,11,19,9130,5,1,132.3334215826287,5,4,0,1
1,11.396512763232684,0,2.2521924951616463,1,7,6,32,9119,5,39,111.58605105293074,5,4,0,1
4,13.704696607359145,4,13.739366935569189,1,7,7,19,9085,5,1,135.71477544480643,5,8,0,1
0,1.2815647225476798,0,1.4097211948024473,1,1,1,17,171,1,1,126.48737411098092,0,1,0,1
4,11.050138199487815,4,11.06215047644844,1,9,8,19,9670,6,1,119.08774184910368,6,4,0,1
5,12.38392154620598,3,10.533496778737543,1,9,16,23,9238,7,43,109.17418324943525,7,5,0,1
5,13.174197330435067,4,13.158088597000887,1,11,12,36,9500,7,42,130.39949658916768,7,8,0,1
6,12.625669570347178,6,12.82774801909568,1,11,9,20,9500,7,1,132.06113155179665,8,9,0,1
3,11.427486239513987,3,10.76081957284732,1,9,9,20,9147,5,17,112.76947523112516,5,7,0,1
6,13.530462164136669,4,12.78841794282657,1,9,9,20,9500,7,1,118.32151979209662,7,4,0,1
5,13.088078483329268,6,14.18754968080334,1,8,6,20,9670,6,17,139.5619394905406,6,7,0,1
3,13.991207255948366,4,12.199640594756048,1,12,10,22,9085,6,44,125.8249392457042,6,2,0,1
6,12.43070506678881,5,12.289981562149048,1,9,9,18,9773,6,1,135.07912416166727,6,2,0,1
4,12.700784156941552,4,14.232438852778708,1,8,8,18,9085,5,1,121.97445651313268,5,2,0,1
6,12.68346543621537,6,12.866298131544283,1,9,9,18,9500,7,17,137.86111439952475,7,5,0,1
3,11.076614616324852,3,10.84777326429453,1,8,9,20,9147,5,1,121.23385383675148,5,4,0,1
4,10.196237235605484,5,11.981186178027423,1,5,8,25,9147,5,39,133.041677151885,5,9,0,1
7,11.744557137339015,6,12.86240754035849,1,7,9,18,9500,7,1,125.36818647298333,7,5,0,1
5,11.25980358106416,6,11.410662045622068,1,15,17,25,9003,11,40,130.0,8,9,0,1
7,12.566488239944114,7,12.349114856024247,1,10,10,18,9500,7,17,139.92795437520311,8,4,0,1
4,11.32501827535518,3,10.768011696227315,1,10,12,19,9238,6,1,107.53998537971586,6,8,0,1
4,14.99101052896732,4,14.704265626967931,1,11,10,24,9238,6,39,167.79845395151145,6,9,0,1
4,13.159066456997085,4,12.639074830475046,1,7,16,18,9670,6,43,133.0698063882696,6,4,0,1
4,10.679229073123478,4,10.858458146246958,1,9,12,29,9991,5,39,157.61027902502028,5,9,0,1
