Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Curricular units 2nd sem (evaluations),Curricular units 1st sem (evaluations),Age at enrollment,Course,Curricular units 1st sem (enrolled),Application mode,Previous qualification (grade),Curricular units 2nd sem (enrolled),Mother's occupation,Scholarship holder,Target
8,16.8,7,15.155555555555557,1,8,9,18,9556,7,1,136.0,8,9,0,2
7,12.833333333333334,7,13.37,1,13,11,18,9500,7,1,130.0,8,5,0,2
4,10.25,3,15.0,1,11,11,22,9853,6,5,119.0,6,5,0,1
3,11.666666666666666,5,11.2,1,12,8,20,9254,6,17,113.0,6,9,0,0
3,12.333333333333334,2,13.5,1,11,11,18,9147,5,1,135.0,5,9,0,1
0,0.0,0,0.0,1,8,7,26,9991,5,39,133.1,5,9,1,0
6,14.333333333333334,6,14.666666666666666,1,7,7,30,8014,7,39,133.1,6,9,1,2
5,12.833333333333334,5,12.4,1,6,5,20,9991,5,1,143.0,5,5,1,2
6,12.833333333333334,6,14.166666666666666,1,6,7,18,9773,6,1,146.0,6,4,0,2
3,13.25,5,14.0,1,11,9,19,9119,5,15,130.0,5,9,0,1
0,0.0,0,0.0,0,0,14,19,9500,7,18,142.0,8,9,0,0
0,0.0,0,0.0,1,0,0,21,9853,6,51,139.0,6,4,0,0
5,12.428571428571429,3,14.333333333333334,1,9,16,28,9119,5,39,133.1,5,9,1,1
4,11.75,5,12.2,0,9,9,18,9773,6,17,126.0,6,5,0,0
6,13.45,6,13.45,1,7,7,18,9500,7,1,148.0,7,4,0,2
4,13.0,3,12.0,1,8,12,37,9130,5,39,130.0,5,6,0,2
4,13.857142857142858,4,11.0,1,9,6,19,9147,5,1,129.0,5,9,1,1
0,0.0,0,0.0,0,0,1,22,9254,1,17,127.0,6,4,0,0
0,0.0,2,10.0,0,0,3,23,9070,3,7,140.0,6,9,0,0
0,0.0,0,0.0,0,10,12,24,9853,6,7,140.0,5,0,0,0
8,11.8375,6,10.744444444444444,1,10,14,22,9556,7,43,128.0,8,7,0,1
6,16.2,6,16.142857142857142,1,10,7,34,9853,6,39,130.0,6,7,1,2
8,14.2,8,14.2,1,8,8,20,9500,8,18,141.0,8,4,1,2
4,11.5,5,10.8,1,9,8,20,9254,6,17,111.0,6,3,0,2
9,13.555555555555555,11,12.909090909090908,1,15,19,24,171,17,16,145.0,13,3,0,1
4,11.75,3,11.0,1,9,10,19,9147,5,17,129.0,5,2,0,1
0,0.0,0,0.0,1,5,5,19,9147,5,1,108.0,5,3,0,0
5,11.5,5,13.0,1,13,10,27,9003,6,39,120.0,6,2,0,2
5,14.714285714285714,5,11.833333333333334,1,9,9,19,9119,5,18,136.0,5,2,0,1
6,13.5,6,13.428571428571429,1,10,7,18,9773,6,1,160.0,6,4,1,2
0,0.0,0,0.0,1,0,0,18,171,0,1,126.0,0,4,1,0
0,0.0,1,10.0,1,5,5,33,9147,5,42,133.1,5,7,0,0
6,13.9,6,13.9,1,7,7,22,9500,7,1,142.0,7,9,1,2
6,16.5,6,16.857142857142858,1,6,7,25,9085,6,39,150.0,6,4,0,2
6,14.125,6,12.666666666666666,1,8,6,18,9070,6,5,157.0,6,9,0,2
3,11.25,4,11.0,1,7,7,18,9254,6,17,130.0,6,5,0,0
9,13.0,9,12.22222222222222,0,12,12,38,9991,12,43,120.0,12,9,0,0
6,15.875,6,16.0,1,8,7,19,9085,6,1,143.0,6,9,0,2
6,14.428571428571429,6,11.875,1,7,9,20,9238,6,1,136.0,6,9,1,2
7,14.857142857142858,7,13.428571428571429,1,7,7,19,9853,7,1,153.0,7,9,1,2
0,0.0,2,12.5,0,10,17,21,9003,6,44,140.0,6,4,0,0
7,13.671428571428573,7,13.671428571428573,1,8,8,18,9500,8,1,151.0,8,9,1,2
0,0.0,2,12.0,1,12,15,20,9773,6,17,150.0,6,4,0,0
0,0.0,0,0.0,1,13,10,18,9147,5,17,127.0,5,5,0,0
3,11.333333333333334,6,11.0,1,14,10,36,9254,6,39,120.0,6,9,1,2
0,0.0,0,0.0,0,8,12,18,9119,5,17,127.0,5,5,0,1
8,15.9,7,13.3875,1,8,8,21,9500,7,43,157.0,8,5,0,2
6,12.333333333333334,7,11.285714285714286,1,10,15,32,9773,11,43,140.0,7,3,0,1
8,14.28625,7,13.26,1,8,8,18,9500,7,1,138.0,8,9,1,2
5,13.4,7,13.571428571428571,1,9,7,24,9003,7,39,133.1,6,192,0,1
0,0.0,0,0.0,1,0,0,19,171,0,1,137.0,0,4,0,2
0,0.0,1,11.0,1,19,17,19,9003,6,44,120.0,6,144,0,1
12,12.52608695652174,12,12.52608695652174,1,26,26,30,9500,14,43,100.0,14,0,0,2
5,13.0,5,11.8,0,7,7,18,9070,6,1,123.0,6,9,1,1
5,11.9,5,12.32,1,9,9,19,9500,7,1,140.0,7,5,0,1
5,14.666666666666666,5,10.6,0,7,6,39,9991,5,39,133.1,5,7,0,0
6,14.666666666666666,6,11.714285714285714,1,6,8,18,9238,6,1,154.0,6,9,1,2
0,0.0,0,0.0,1,0,0,20,171,0,1,133.1,0,9,0,2
6,11.857142857142858,6,12.25,1,7,8,18,9238,6,17,133.0,6,7,1,2
6,11.555555555555555,4,13.75,1,10,7,19,9670,6,17,134.0,6,5,1,2
0,0.0,0,0.0,1,0,0,19,171,0,1,136.0,0,3,0,0
2,11.0,6,11.166666666666666,1,15,9,44,8014,6,39,130.0,6,99,0,2
0,0.0,0,0.0,0,7,6,27,9003,6,39,180.0,6,4,0,0
6,13.0,6,12.285714285714286,1,6,8,25,9670,6,39,133.1,6,4,1,2
4,11.25,6,10.25,0,14,18,50,9556,7,39,120.0,7,9,0,0
0,0.0,0,0.0,1,6,5,27,9991,5,39,150.0,5,3,0,0
0,0.0,0,0.0,1,0,0,24,171,0,1,152.0,0,9,1,2
0,0.0,0,0.0,0,12,6,41,8014,6,43,113.0,6,0,0,0
4,14.75,6,12.75,1,6,10,60,9003,6,39,133.1,6,9,0,2
0,0.0,0,0.0,1,0,0,19,171,0,1,138.0,0,4,0,2
5,14.333333333333334,5,13.2,1,9,8,21,9853,6,1,112.0,6,3,0,2
0,0.0,2,11.0,1,5,5,30,9991,5,39,120.0,5,0,0,0
2,11.5,5,11.333333333333334,1,14,10,21,9254,6,1,133.1,6,2,0,1
0,0.0,0,0.0,1,0,0,19,171,0,1,155.0,0,1,0,2
5,11.0,6,10.571428571428571,1,8,7,21,9254,6,53,110.0,6,4,1,2
7,13.75,6,12.035714285714286,1,9,10,18,9500,7,1,130.0,8,9,0,1
7,12.94375,6,13.271666666666668,1,11,8,18,9500,7,17,138.0,8,7,1,2
6,13.5,6,14.0,0,6,6,21,9773,6,17,133.1,6,9,0,2
3,13.333333333333334,6,11.833333333333334,1,6,6,20,9070,6,1,128.0,6,3,0,1
3,11.6,2,12.5,1,10,9,19,9119,5,44,130.0,5,9,0,1
0,0.0,0,0.0,1,0,0,26,171,0,39,140.0,0,9,0,0
6,13.383333333333333,6,13.383333333333333,1,7,7,20,9500,7,17,132.0,7,4,0,2
6,13.0,6,14.166666666666666,1,9,6,20,9670,6,1,126.0,6,9,1,2
0,0.0,0,0.0,1,5,6,21,9147,5,1,125.0,5,4,0,0
2,14.0,6,12.333333333333334,1,6,7,22,9238,6,44,140.0,6,4,0,0
9,15.011111111111113,7,15.66,1,11,7,20,9500,7,51,170.0,10,4,0,2
0,0.0,0,0.0,1,0,0,19,9130,6,44,140.0,6,4,0,0
0,0.0,0,0.0,1,0,0,26,171,0,1,130.0,0,7,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,125.0,0,4,0,1
0,0.0,0,0.0,1,5,6,28,9238,5,39,110.0,5,5,0,0
0,0.0,1,10.0,1,5,6,23,9147,5,43,127.0,5,9,0,1
0,0.0,1,11.0,0,9,7,28,9147,5,39,100.0,5,7,0,0
12,15.23076923076923,13,14.307692307692308,1,15,13,54,9003,13,7,120.0,12,6,0,2
6,12.625,6,11.714285714285714,1,8,7,20,9238,6,17,120.0,6,9,1,2
6,13.428571428571429,5,15.0,1,9,12,19,9085,6,1,124.0,6,2,0,2
6,11.333333333333334,4,12.75,1,7,11,19,9238,6,1,126.0,6,7,0,2
7,12.62857142857143,7,12.62857142857143,1,12,12,18,9500,8,1,147.0,8,9,1,2
6,12.833333333333334,6,13.666666666666666,1,6,7,24,9773,6,1,151.0,6,9,1,2
2,12.0,1,10.0,1,13,14,33,9991,5,39,133.1,5,9,0,0
8,14.1875,7,13.55,1,8,8,18,9500,7,42,157.0,8,3,0,2
6,11.933333333333332,6,13.598333333333334,1,11,10,19,9500,7,1,133.1,8,192,0,1
6,12.285714285714286,4,12.0,1,8,8,19,9773,6,1,133.1,6,4,1,1
5,12.666666666666666,4,12.0,1,6,5,24,9991,5,39,130.0,5,4,0,1
5,13.666666666666666,6,13.833333333333334,1,12,9,19,9085,6,1,111.0,6,5,1,2
9,11.333333333333334,13,12.0,1,13,17,28,9991,15,51,120.0,13,4,0,0
8,11.0,11,12.636363636363637,1,8,11,38,8014,11,39,110.0,8,9,0,2
4,16.5,5,16.0,1,11,9,38,9070,6,43,160.0,6,4,0,1
5,12.0,4,12.75,1,5,7,19,9085,5,1,124.0,5,4,0,2
5,10.8,5,12.4,1,6,8,18,9147,5,17,136.0,5,4,0,2
6,12.333333333333334,6,14.166666666666666,1,8,6,20,9070,6,17,130.0,6,4,0,2
4,13.333333333333334,5,13.0,1,11,8,37,9991,5,39,120.0,5,9,1,0
7,14.9125,6,13.741666666666667,1,9,8,19,9500,7,18,135.0,8,4,1,2
5,13.2,6,11.666666666666666,1,8,6,18,9238,6,17,130.0,6,9,0,2
5,11.0,4,11.5,0,6,6,19,9238,6,1,135.0,6,4,0,0
0,0.0,0,0.0,1,0,0,19,171,0,17,133.0,0,4,1,1
3,12.333333333333334,4,12.25,1,9,10,19,9254,6,17,125.0,6,7,1,2
7,14.54,7,14.54,1,8,8,21,9500,8,17,152.0,8,4,0,2
7,11.0,6,11.0,1,9,16,53,9238,7,43,110.0,7,9,1,2
12,13.291666666666666,12,13.291666666666666,1,14,14,25,9500,14,42,100.0,14,2,0,2
3,13.333333333333334,4,10.75,1,12,10,37,9991,5,39,133.1,5,6,0,0
5,12.4,2,10.5,1,8,15,21,9238,6,43,109.0,6,5,1,1
8,13.78125,8,13.78125,1,9,9,19,9500,8,18,126.0,8,5,1,2
5,12.8,5,11.4,1,8,7,19,9773,6,1,154.0,6,9,1,2
3,10.666666666666666,4,12.0,0,15,10,20,9773,6,1,128.0,6,3,0,0
7,13.142857142857142,7,12.142857142857142,1,7,10,18,9853,7,17,125.0,7,5,0,2
8,13.5425,7,13.398,1,8,10,18,9500,7,1,137.0,8,4,0,2
3,11.428571428571429,5,11.0,1,11,5,21,9147,5,17,110.0,5,4,0,1
0,0.0,0,0.0,1,0,0,31,9119,5,39,130.0,5,3,0,0
5,15.8,5,14.714285714285714,1,5,7,19,9130,5,1,167.0,5,90,0,2
5,13.4,5,12.8,1,7,8,18,9853,6,1,146.0,6,9,1,1
4,11.75,4,11.5,1,6,7,21,9670,5,1,135.0,5,5,0,2
2,11.0,5,10.666666666666666,1,11,8,22,9147,5,1,130.0,5,9,1,1
0,0.0,0,0.0,1,0,0,20,171,0,17,131.0,0,3,0,2
4,14.5,4,13.75,1,8,9,19,9085,5,1,121.0,5,6,0,2
5,12.8,3,10.333333333333334,1,6,9,20,9147,5,1,118.0,5,9,0,2
7,13.242857142857144,7,13.242857142857144,1,8,8,18,9500,8,1,131.0,8,9,1,1
6,12.0,6,12.285714285714286,1,7,7,19,9238,6,1,140.0,6,4,0,2
5,11.285714285714286,2,13.5,1,12,12,20,9085,5,17,128.0,5,4,0,2
6,13.625,4,13.5,1,8,6,20,9070,6,1,136.0,6,9,0,2
4,12.0,3,11.2,1,9,13,20,9238,6,1,107.0,6,7,0,1
4,10.0,2,10.5,1,15,16,19,9254,6,43,110.0,6,9,0,0
8,13.2,7,13.557142857142855,1,9,7,18,9500,7,1,125.0,8,9,0,2
5,12.2,5,11.8,1,10,10,18,9254,6,17,122.0,6,4,0,2
0,0.0,0,0.0,1,0,0,18,9773,6,17,126.0,6,5,0,0
2,14.8,3,10.666666666666666,0,14,8,29,9147,5,39,150.0,5,9,0,0
5,12.8,6,13.714285714285714,1,6,7,36,9254,6,39,133.1,6,2,1,0
6,14.1,6,15.5,1,10,8,19,9003,6,1,124.0,6,9,0,2
2,12.5,3,10.666666666666666,1,11,10,18,9147,5,1,160.0,5,4,0,0
9,10.444444444444445,8,10.375,1,13,15,33,9991,10,43,140.0,10,3,0,1
3,11.333333333333334,4,12.25,1,11,14,22,9254,6,17,122.0,6,4,0,1
6,14.0,6,13.142857142857142,1,6,7,23,9238,6,44,140.0,6,4,1,2
9,11.333333333333334,6,10.666666666666666,1,17,15,28,9991,10,43,140.0,10,5,0,1
0,0.0,0,0.0,1,5,13,20,9085,5,1,130.0,5,4,0,0
5,13.2,5,13.0,1,5,5,19,9670,5,1,135.0,5,4,0,2
0,0.0,1,10.0,0,5,5,48,9991,5,39,110.0,5,7,0,0
0,0.0,0,0.0,1,13,18,24,9556,7,39,133.1,7,9,0,0
6,14.5,5,13.5,1,6,8,18,9670,6,1,123.0,6,9,1,2
0,0.0,0,0.0,1,0,0,18,9500,7,1,140.0,8,4,0,0
5,11.832,5,11.832,0,11,11,40,9500,8,39,133.1,8,5,0,0
4,11.75,2,10.5,1,5,10,19,9147,5,17,118.0,5,9,0,1
8,14.0375,6,11.614285714285714,1,8,10,19,9500,7,1,136.0,8,4,0,2
4,11.8,6,11.166666666666666,1,11,7,25,9254,6,39,133.1,6,5,0,1
4,12.0,4,10.8,1,15,13,20,8014,6,18,137.0,6,4,0,2
5,12.4,5,11.4,0,9,8,55,9773,6,39,120.0,6,4,0,0
0,0.0,6,13.861666666666666,1,16,7,18,9500,7,1,145.0,8,4,0,0
3,12.4,3,10.0,1,10,12,28,9119,5,39,120.0,5,9,1,2
6,12.758333333333333,6,12.758333333333333,0,9,9,18,9500,8,1,139.0,8,1,0,0
5,12.6,5,13.4,1,5,5,19,9147,5,1,115.0,5,3,1,2
11,13.0,13,13.071428571428571,1,16,21,36,9238,14,7,140.0,11,9,0,2
0,0.0,0,0.0,1,0,0,19,9500,7,1,125.0,8,9,0,0
6,11.966666666666669,6,11.966666666666669,1,7,7,19,9500,7,17,140.0,7,4,0,2
0,0.0,0,0.0,1,0,0,21,171,0,17,133.1,0,9,0,0
7,13.214285714285714,7,13.214285714285714,1,8,8,18,9500,8,1,136.0,8,9,1,2
6,11.666666666666666,6,12.0,1,6,8,33,8014,6,39,120.0,6,9,0,2
4,12.75,6,12.0,1,16,13,18,9085,6,1,125.0,6,3,0,1
5,14.6,6,12.666666666666666,1,7,6,18,9254,6,17,128.0,6,9,0,2
2,10.0,4,10.75,1,13,11,20,9773,6,1,108.0,6,0,0,0
1,10.0,0,0.0,1,16,7,30,9130,6,39,133.1,6,5,1,0
7,12.042857142857144,7,12.042857142857144,1,8,8,25,9500,8,39,133.1,8,9,1,2
6,13.125,6,13.833333333333334,1,8,6,19,9070,6,17,144.0,6,9,0,2
6,13.333333333333334,5,11.4,1,9,11,18,9853,7,17,114.0,7,4,0,1
6,11.5,4,11.5,1,11,10,19,8014,6,17,133.0,6,5,1,0
5,12.5,4,12.5,1,9,9,19,9853,6,1,145.0,6,5,0,1
1,11.0,5,11.4,1,11,5,20,9254,5,17,124.0,6,3,0,0
6,11.5,6,11.333333333333334,1,6,7,19,9238,6,1,135.0,6,9,1,2
2,11.0,3,12.333333333333334,0,2,3,41,9085,3,39,120.0,2,1,0,0
3,11.0,4,10.2,1,6,9,20,9147,5,1,133.0,5,5,0,1
3,11.7,5,10.9,1,21,21,31,9556,7,39,160.0,8,9,0,0
8,12.8875,8,12.8875,1,9,9,18,9500,8,1,141.0,8,2,0,2
2,10.5,2,11.5,0,8,7,35,9085,5,39,140.0,5,90,0,0
6,13.2,6,14.714285714285714,1,16,9,20,9085,7,1,140.0,7,4,0,1
5,11.6,5,12.8,1,10,8,20,9670,6,1,132.0,6,123,0,1
8,13.994444444444444,7,13.7,1,9,7,18,9500,7,1,141.0,8,3,0,2
7,13.0,8,12.88888888888889,1,9,13,38,8014,9,39,160.0,7,5,1,2
6,12.5,6,12.166666666666666,1,6,6,22,9238,6,1,108.0,6,9,1,2
3,13.25,5,12.6,1,9,7,18,9119,5,18,136.0,5,5,0,0
6,12.6,6,12.6,1,7,7,18,9500,7,17,136.0,7,5,1,2
4,10.75,4,11.5,1,5,6,20,9670,5,1,117.0,5,5,0,2
5,12.8,5,12.4,1,5,6,19,9147,5,17,133.0,5,4,0,2
5,12.5,6,15.0,1,11,10,31,9003,6,39,133.1,6,8,0,2
8,14.863636363636363,7,13.714285714285714,1,11,7,19,9500,7,17,137.0,8,7,1,2
0,0.0,0,0.0,0,0,0,19,9500,7,1,135.0,8,2,0,0
5,11.2,6,11.333333333333334,1,6,10,21,9147,7,44,117.4,5,4,0,2
5,11.6,6,12.0,1,8,9,21,9254,6,1,132.0,6,6,0,2
5,12.2,5,12.2,1,7,7,18,9853,6,1,134.0,6,5,0,1
7,13.428571428571429,6,12.0,1,8,8,31,9991,6,44,150.0,7,6,0,1
7,15.0,7,15.0,1,8,8,19,9500,8,1,131.0,8,9,0,2
3,11.725,4,11.75,1,14,11,48,9500,7,39,133.1,7,191,0,1
1,15.0,3,12.0,1,12,12,21,9147,5,1,133.1,5,9,0,0
7,13.0375,7,11.678571428571429,1,10,8,19,9500,7,1,130.0,8,9,1,2
6,11.833333333333334,4,11.0,1,9,10,20,9238,6,1,125.0,6,9,0,2
0,0.0,0,0.0,1,0,0,19,171,0,1,135.0,0,9,0,1
5,12.2,5,10.714285714285714,1,10,10,22,9238,6,1,120.0,6,5,1,2
4,11.0,3,10.333333333333334,1,9,10,20,9147,5,17,112.0,5,9,0,1
6,14.571428571428571,6,14.666666666666666,1,7,6,20,9773,6,1,135.0,6,5,1,2
1,12.0,3,11.666666666666666,1,12,12,18,9254,6,17,118.0,6,5,0,0
0,0.0,0,0.0,1,0,0,18,171,0,43,133.0,0,5,0,1
5,12.0,6,12.666666666666666,1,10,8,19,9773,6,1,116.0,6,4,1,2
0,0.0,6,12.833333333333334,1,6,8,19,9853,7,1,148.0,6,4,1,0
5,12.25,5,12.8,1,9,6,21,9670,6,1,133.1,6,9,0,1
1,14.0,3,14.333333333333334,0,8,9,29,9003,9,39,140.0,7,9,0,0
6,14.5,6,13.333333333333334,1,6,6,19,9853,6,1,134.0,6,5,1,2
0,0.0,0,0.0,1,0,0,22,171,0,17,125.0,0,5,0,2
0,0.0,0,0.0,0,0,0,22,9238,6,1,115.0,6,9,1,0
5,13.625,3,11.666666666666666,1,11,8,19,9670,6,1,120.0,6,4,0,1
0,0.0,0,0.0,1,10,10,19,9254,5,1,132.0,5,9,0,0
0,0.0,0,0.0,1,0,0,18,171,0,1,131.0,0,4,0,1
6,12.666666666666666,5,13.2,1,6,7,20,9238,6,1,132.0,6,9,0,1
6,13.5,6,14.166666666666666,1,6,6,19,9238,6,44,150.0,6,4,0,2
0,0.0,4,11.96,0,7,10,19,9500,7,1,115.0,7,2,0,0
6,13.5,6,14.5,1,6,6,55,9070,6,39,110.0,6,7,0,2
8,14.3775,8,14.3775,1,9,9,18,9500,8,17,145.0,8,4,0,2
6,11.666666666666666,6,12.5,1,6,6,18,9238,6,1,134.0,6,7,1,2
4,14.5,5,12.6,1,6,5,20,9670,5,1,141.0,5,2,0,2
5,12.6,6,14.125,1,10,11,20,9003,6,1,131.0,6,5,0,2
8,13.6625,7,14.105714285714289,1,8,7,20,9500,7,1,127.0,8,2,0,2
0,0.0,0,0.0,1,0,1,35,9991,1,39,140.0,5,2,0,0
10,12.8,9,12.2,1,12,13,46,9991,10,43,100.0,10,9,0,2
6,12.285714285714286,6,11.5,1,8,6,19,9070,6,1,116.0,6,5,0,2
5,12.857142857142858,6,13.0,1,9,8,30,9070,6,39,160.0,6,2,1,2
2,12.5,4,10.8,1,10,8,18,9147,5,17,132.0,5,5,1,0
0,0.0,4,12.75,1,5,7,18,9147,5,1,150.0,5,0,1,0
5,12.2,5,13.4,1,6,5,18,9147,5,17,147.0,5,5,1,2
4,11.0,4,11.0,1,9,8,19,9670,6,1,119.0,6,4,0,1
6,13.983333333333334,6,13.983333333333334,1,7,7,18,9500,7,17,146.0,7,5,0,2
8,14.864444444444445,6,13.8875,1,9,11,19,9500,7,17,137.0,8,3,1,2
1,10.0,0,0.0,1,11,0,19,9254,6,43,142.0,6,9,1,0
5,11.4,6,12.666666666666666,1,7,6,21,9254,6,43,112.0,6,9,0,2
2,11.666666666666666,0,0.0,1,12,14,20,9556,7,15,114.0,7,122,0,1
4,13.5,3,12.333333333333334,1,11,11,18,9853,6,17,133.1,6,5,0,0
0,0.0,0,0.0,1,7,7,23,9085,6,44,130.0,6,9,0,0
7,13.571428571428571,6,13.755,1,9,7,20,9500,7,16,133.1,8,9,0,2
6,13.833333333333334,6,13.0,1,6,8,44,9238,6,39,120.0,6,9,0,2
5,16.0,5,16.2,1,8,6,18,9119,5,17,148.0,5,4,0,2
5,16.0,5,15.4,1,5,6,19,9085,5,1,144.0,5,6,1,2
6,13.833333333333334,6,12.666666666666666,1,6,6,22,9238,6,1,127.0,6,4,0,0
6,11.833333333333334,7,13.142857142857142,1,8,8,24,9119,8,15,133.1,6,2,0,1
5,12.6,4,11.5,1,10,12,18,9773,6,1,128.0,6,6,1,2
6,12.428571428571429,6,14.666666666666666,1,8,6,23,9085,6,17,133.1,6,9,1,2
4,11.5,4,12.25,1,10,6,24,8014,6,39,133.1,6,4,1,1
8,16.575,7,15.2,1,8,7,51,9500,7,7,140.0,8,9,0,2
4,12.5,4,12.0,1,10,9,19,9003,6,1,144.0,6,9,1,1
0,0.0,0,0.0,1,0,0,21,9085,6,17,126.0,6,5,0,0
0,0.0,0,0.0,1,12,6,20,9254,6,17,133.0,6,9,1,0
0,0.0,0,0.0,0,9,5,49,9147,5,42,133.1,5,9,0,0
2,14.0,1,13.0,0,5,7,40,9119,5,7,120.0,5,1,0,0
0,0.0,5,11.285714285714286,1,7,10,19,9238,6,17,118.0,6,4,0,0
6,14.983333333333334,6,14.983333333333334,1,7,7,19,9500,7,1,138.0,7,9,0,2
0,0.0,0,0.0,0,12,11,20,9070,6,44,120.0,6,4,0,0
0,0.0,0,0.0,1,0,0,22,9670,6,17,133.0,6,9,0,0
8,15.287499999999998,7,15.135714285714286,1,8,7,18,9500,7,1,152.0,8,4,1,2
6,13.0,6,13.0,1,6,7,18,9254,6,1,126.0,6,5,1,2
0,0.0,0,0.0,1,0,0,22,171,0,1,156.0,0,9,0,2
2,11.5,5,12.8,1,19,12,22,9085,6,44,130.0,6,6,0,1
0,0.0,0,0.0,0,0,3,26,9085,3,7,150.0,6,9,0,0
6,13.5,6,13.833333333333334,1,11,7,18,9670,6,17,132.0,6,3,1,2
6,14.833333333333334,6,14.833333333333334,1,6,7,20,9670,6,1,150.0,6,4,1,2
8,11.625,11,12.545454545454543,1,12,16,20,9003,12,53,130.0,10,9,0,1
3,10.333333333333334,3,12.0,0,8,10,18,9119,5,17,120.0,5,9,0,1
0,0.0,0,0.0,1,0,0,21,171,0,1,125.0,0,9,1,2
5,13.666666666666666,5,13.4,1,9,8,20,9853,6,17,121.0,6,5,1,2
6,11.833333333333334,6,12.666666666666666,1,7,7,20,9238,6,1,121.0,6,191,0,2
11,12.727272727272728,12,13.25,1,12,12,20,9070,12,43,135.0,12,3,1,2
7,13.68142857142857,7,13.68142857142857,1,8,8,18,9500,8,17,132.0,8,9,0,1
3,10.0,2,11.5,1,8,10,20,9147,5,17,118.0,5,9,0,1
0,0.0,6,13.0,1,12,6,18,9773,6,17,139.0,6,4,0,0
6,14.571428571428571,6,14.0,1,7,8,19,9238,6,17,127.0,6,9,1,2
5,13.142857142857142,4,13.0,1,8,9,18,9085,5,1,127.0,5,5,0,2
7,12.785714285714286,7,12.785714285714286,1,8,8,19,9500,8,1,126.0,8,9,1,2
8,14.9,7,13.857142857142858,1,8,7,18,9500,7,17,137.0,8,5,1,2
6,12.333333333333334,6,11.666666666666666,1,6,7,19,9254,6,17,124.0,6,4,0,0
0,0.0,0,0.0,0,6,6,48,9003,6,39,123.0,6,9,0,0
6,13.5,6,13.833333333333334,1,6,6,20,9070,6,1,132.0,6,9,1,2
6,12.571428571428571,6,13.333333333333334,1,7,6,18,9853,6,1,152.0,6,9,1,2
6,12.666666666666666,6,12.833333333333334,1,6,6,19,9238,6,1,134.0,6,4,1,2
6,16.0,6,13.166666666666666,1,6,6,18,9238,6,1,140.0,6,9,1,2
6,16.0,6,17.0,1,11,10,18,9238,6,1,168.0,6,9,0,2
3,14.666666666666666,4,12.5,1,7,8,18,9119,5,17,139.0,5,9,0,1
6,12.666666666666666,6,12.666666666666666,1,7,7,19,9500,7,1,129.0,7,9,0,2
6,13.166666666666666,4,11.75,0,6,8,20,9254,6,17,125.0,6,9,0,0
0,0.0,0,0.0,1,0,0,30,9500,7,39,133.1,8,9,0,0
0,0.0,0,0.0,0,5,8,24,9119,5,18,122.0,5,90,0,0
12,11.333333333333334,14,11.071428571428571,1,16,15,28,9991,15,43,130.0,14,9,0,0
5,13.2,5,12.6,1,5,5,21,9147,5,17,120.0,5,9,0,2
0,0.0,0,0.0,1,5,14,20,9147,5,17,133.1,5,4,0,0
6,14.666666666666666,6,14.857142857142858,1,6,7,18,9773,6,1,138.0,6,2,0,2
5,11.6,4,12.0,1,6,5,20,9670,5,1,124.0,5,9,0,0
4,10.75,5,11.2,1,10,8,19,9147,5,1,125.0,5,7,0,0
6,12.833333333333334,6,15.0,1,6,6,18,9773,6,1,131.0,6,7,1,0
0,0.0,4,12.5,0,6,9,19,9070,6,1,128.0,6,3,0,0
5,13.0,6,13.833333333333334,1,7,7,20,9773,7,51,158.0,6,8,0,0
6,12.916666666666666,6,12.916666666666666,1,7,7,18,9500,7,1,149.0,7,9,1,2
0,0.0,0,0.0,1,8,7,32,33,7,43,134.0,7,1,0,0
7,12.571428571428571,9,12.333333333333334,1,7,11,26,9991,9,7,133.1,7,4,0,2
8,15.055555555555555,7,14.842857142857142,1,9,7,22,9500,7,17,150.0,8,9,1,2
5,10.166666666666666,4,12.25,0,6,6,29,9991,5,1,150.0,5,9,0,0
5,13.8,5,14.0,1,5,5,31,9991,5,51,127.0,5,8,0,2
0,0.0,0,0.0,0,11,9,45,9991,5,39,133.1,5,9,0,0
6,13.666666666666666,6,13.833333333333334,1,6,6,18,9773,6,1,135.0,6,9,0,2
6,13.666666666666666,7,13.857142857142858,1,8,8,19,9853,7,1,122.0,7,191,1,2
6,12.833333333333334,5,12.333333333333334,1,7,7,19,9238,6,1,139.0,6,9,1,2
0,0.0,0,0.0,1,14,14,27,9500,7,39,130.0,7,9,0,0
3,13.0,4,10.25,1,10,12,45,9853,7,39,133.1,7,9,0,0
6,15.4,6,15.4,1,7,7,20,9500,7,1,125.0,7,9,0,2
0,0.0,0,0.0,1,0,0,41,9853,6,39,133.1,6,7,0,0
6,12.428571428571429,6,13.166666666666666,1,8,6,18,9670,6,1,131.0,6,4,1,2
8,15.2,7,14.85,1,8,8,18,9500,7,17,138.0,8,4,0,0
8,14.4025,8,14.4025,1,9,9,18,9500,8,1,137.0,8,9,0,2
2,11.5,2,15.0,1,12,13,25,33,7,39,133.1,7,9,0,0
5,12.4,6,12.5,1,15,7,50,9003,6,39,120.0,6,9,0,2
6,14.35,6,14.35,1,7,7,19,9500,7,1,130.0,7,4,0,2
6,12.285714285714286,6,13.375,1,7,8,19,9670,6,1,125.0,6,4,1,2
